user_pk,follower_pk,follower_username,follower_count
57666094056,67640603568,tiff201112,8
57666094056,72004119710,kris_h09p,0
57666094056,70621061329,cyrentm,0
57666094056,70369396208,ryanloni.13,2
57666094056,60597015914,itschidaa,10
57666094056,64700511232,timon.schroth,4
57666094056,68728743336,kick_it_with_kait,15
57666094056,69043934377,sahi1_saj,8
57666094056,2308030900,gabbrrg,54
57666094056,17170147876,kibria_9,3
57666094056,61310784017,alexcastillo9999,8
57666094056,59621521920,tle6000,3
57666094056,34867261688,kleinhans_mark,63
57666094056,70325844781,heytoninotion,78
57666094056,61847895619,_sham.safderr,12
57666094056,56279611229,natural_life_of_code_108,0
57666094056,65553548906,ffelixx100,26
57666094056,57493784503,v_mdang,0
57666094056,6270979916,cng_saroz02,9
57666094056,71925865514,hirad_kurd3,0
57666094056,70996867679,stella_166777,0
57666094056,60134222680,i_am_vvoid,11
57666094056,61480754666,shezi50_official,1
57666094056,38787870191,meheranshi,0
57666094056,53046293617,_janjanam__hema_venkata_kumar,0
57666094056,43780623105,mohit_raje21,9
57666094056,58736668484,gowtham_tj_,41
57666094056,264266629,instantkarna,7
57666094056,65378210340,_ival.kalaaaaaaaaai_,10
57666094056,7177697934,thelegendaryirishsword,101
57666094056,52807362294,dharmraj3687,6
57666094056,749594839,jabronidrive77,36
57666094056,57460091130,nikhila_bathula,11
57666094056,72302098403,curiowiz01,1
57666094056,72119634796,vincemoscaai,0
57666094056,47662278517,lamu.mehru,33
57666094056,3427547518,masaka_lille,17
57666094056,51732285693,aarush_1.7.1.2,6
57666094056,32209782677,arsani278,29
57666094056,4045087180,___nausheenbanu,5
57666094056,53619892486,pradeep_vish3,16
57666094056,71632683465,roboticsysinfo,0
57666094056,6240209254,imjpfg_,5
57666094056,71299020289,big_weezy_7,0
57666094056,72498878689,aidendharper,0
57666094056,72115294686,techflicksx,0
57666094056,6295409617,sherine_neffati,39
57666094056,62933141585,nandini_rathi20,737
57666094056,11681332678,novot.ales,24
57666094056,72240379001,thinkin_lincoln13,0
31805920812,68037739428,_rafif1734_,0
31805920812,70726149166,arts.wh0re,123
31805920812,49174626074,ganaa.gansuhk.52,0
31805920812,60882225687,cc.jayyyy,34
31805920812,55386498420,aliquashady999,120
31805920812,70648309318,dsombk,12
31805920812,71552260018,gdkcaldwell,0
31805920812,71695960244,bird.dan1,0
31805920812,52232781595,mojito.mike21,24
31805920812,72123705667,mztashyybabyy10,0
31805920812,1952583371,bastifuuu,20
31805920812,41911727975,dlnvaaz,15
31805920812,70885859819,bennymcvay,6
31805920812,65403156625,abhisheknishad3,0
31805920812,13802590014,matulik__,79
31805920812,27537437267,_chris.arceo,48
31805920812,66891631140,canib__1n_your_basemeant,1
31805920812,61329180866,gamingleopard428,1
31805920812,44194677842,every1hatesbenn,12
31805920812,59602986409,ruin_pop,16
31805920812,71485223709,moha_med.2332009,1
31805920812,54971006231,lil_tj20007,16
31805920812,3438149810,moskri_,15
31805920812,19541034751,ihyjio_juan,42
31805920812,59589774495,rajibkrmakar,14
31805920812,72112403375,rostas_vasile_ionut,0
31805920812,14687279054,tired_oftwan,12
31805920812,44967201736,bendylane2,24
31805920812,2870345985,markelzur.p,74
31805920812,71732701229,khloe.slggg,19
31805920812,63393698738,aiman.irfaan,1
31805920812,437981182,iss.jas,13
31805920812,72272251536,fastech_networks,0
31805920812,12061848388,davluna_,69
31805920812,22228348,v_delsid90,69
31805920812,60205809052,n.ix41,5
31805920812,69450719649,water_dragon_flame2324,0
31805920812,1511055437,guntis.u,19
31805920812,6428671348,jangra3097,103
31805920812,72137187185,grace.maze12,7
31805920812,4622124902,leon_dckm,3
31805920812,70524099700,ha_rika8307,68
31805920812,44929655228,andres_hernandez_14k,78
31805920812,44985654893,sm_michael_,67
31805920812,5998539604,a5th_afif,10
31805920812,5979530399,karmaistleben,143
31805920812,36784968894,jamesmoore3430,6
31805920812,56346514019,rupawala31,46
31805920812,853054394,danaeee.k,121
31805920812,38739054443,afterlife_gl,39
31805920812,65770466535,boss_habib11,6
31805920812,1980613316,nelz.the.stylist,10
31805920812,72118246949,layla._loove,8
31805920812,72308586747,camila.presley,21
31805920812,72103791502,leannamindy1,1
31805920812,71970035962,kyle_will949,2
31805920812,61698445752,accirl,4
31805920812,71602730603,kisto_raj_12345,0
31805920812,1762317888,yesi_sanchez23,26
31805920812,70132549253,kig6.64,7
31805920812,7087043672,hamodeh_dg,48
31805920812,72299397339,daisy.milleriew,5
31805920812,62187773908,plazaliu,544
31805920812,6064587062,frankedwardf,87
31805920812,50745607680,24jcoffey,31
31805920812,4768950169,coldworldnaayy_,77
31805920812,51270057490,dana.cherry.pie,17
31805920812,63892290717,1al_dane,24
31805920812,991164230,__onyek,1
31805920812,9028989214,giuntini.irene,15
31805920812,6435449320,tmarjancevic,46
31805920812,54924328125,bad_bitch444456,12
31805920812,65214286339,maruf___1.0,25
31805920812,65225474163,sagheersandhu7511,277
31805920812,2949118227,joshcgriff,99
1047301139,69475802453,vm.lyks,0
1047301139,642180337,___gyzl,72
1047301139,48195302229,jjrlorenzo,173
1047301139,64046303312,pinkthoughtsdly,195
