thread_user_pk,thread_username,thread_follower_pk,thread_follower_username,follower_count
62919718891.0,artisticallygiftd,66739917937.0,teresa_owens,513.0
62919718891.0,artisticallygiftd,68699516540.0,ambitious.ash,181.0
62919718891.0,artisticallygiftd,67064940926.0,_moneyy_hungryy_,207.0
62919718891.0,artisticallygiftd,67461930197.0,prettykidsid,310.0
62919718891.0,artisticallygiftd,65567723642.0,driascruggs,210.0
62919718891.0,artisticallygiftd,65193770066.0,hisfutureurwish,334.0
62919718891.0,artisticallygiftd,65916562092.0,ms.destinyifyanasty,315.0
62919718891.0,artisticallygiftd,65228528366.0,shayna_b_,522.0
66799093135.0,510posites,70813400933.0,highpowertv,1270.0
66799093135.0,510posites,69497332017.0,godsprinzess,2063.0
66799093135.0,510posites,65200517549.0,shawdayyyy__,337.0
66799093135.0,510posites,69092340546.0,international850creditqueen,319.0
66799093135.0,510posites,70837992451.0,pmarley504,304.0
66799093135.0,510posites,70824799907.0,jazzicouture,198.0
66799093135.0,510posites,63246407194.0,nxt215.9,151.0
66799093135.0,510posites,68702825242.0,curstin.deneen,227.0
66799093135.0,510posites,68280236782.0,dmv_honey,1490.0
66799093135.0,510posites,68754109537.0,murdamamaswagg,364.0
66799093135.0,510posites,69741779546.0,paris_tokio,337.0
66799093135.0,510posites,64878447626.0,fiftyshadesofmeek_,439.0
66799093135.0,510posites,68297808021.0,honeyco_caine,1840.0
66799093135.0,510posites,63426292600.0,mikejames510,181.0
66799093135.0,510posites,63624896809.0,jimmeleridley,404.0
66799093135.0,510posites,69551238956.0,msjacksonxo,169.0
69009114211.0,stayingforeign,66840690006.0,cheesecakejihad,205.0
69009114211.0,stayingforeign,70081155290.0,only1teneil,1561.0
69009114211.0,stayingforeign,63387391186.0,owlphie,287.0
69009114211.0,stayingforeign,70196540045.0,alannahcenatac,287.0
69009114211.0,stayingforeign,63258473714.0,mmottley,518.0
69009114211.0,stayingforeign,63930743238.0,cire_wes,923.0
69009114211.0,stayingforeign,63123345264.0,best_delice,545.0
69009114211.0,stayingforeign,69465863017.0,muuuggzz,165.0
69009114211.0,stayingforeign,63437610863.0,doveylabelle,181.0
69009114211.0,stayingforeign,63276883579.0,aye_pruhl,448.0
