62926993725,2
531758406,2
60850232106,2
55968501995,0
60628346710,2
65391034968,1
38077850387,2
55178050501,2
54579428206,1
64379260940,1
262856836,2
56714285656,0
34158564957,2
50656527917,2
62233317658,2
1501070805,0
1795971330,2
3098195771,2
33498315874,0
65532133383,2
51524079790,1
65242802457,2
58086058382,2
67044607463,1
69892071057,2
53982955686,2
62619594223,1
69474045690,2
6267328541,2
65465879934,0
67115637172,2
69807941929,2
70119456026,2
68982694141,1
65236883921,2
67038712330,1
67281319268,2
65360210258,2
67592464790,0
59097305524,0
65448076319,2
69511573422,0
69002489097,0
66867106474,2
24736383042,1
70690130037,1
49519786147,2
4023341285,1
6053618475,2
69822893255,1
63959794645,2
8611865700,2
635836312,2
65767865400,2
32882873105,2
4266037558,2
70245543127,0
60089084248,2
64568406435,0
4203525129,0
62496872860,2
58904352841,1
37591806435,0
48654318173,2
4478716867,2
7175027371,1
7278044187,1
18488129930,0
58434001614,2
11816871845,2
36797143511,2
497112339,0
318005933,2
1944910755,1
54324637400,0
9231843386,1
2036259304,2
4742620867,2
6164989895,1
2347943083,0
31569435269,2
494862188,1
1566341300,2
586576035,1
290077274,2
3289958773,2
8685046141,2
202036779,2
6206537530,2
241619877,0
57844592077,0
8478194452,1
38594327,1
4054448007,2
8754667816,0
16950816919,1
3665985737,2
308534271,2
4505793037,2
38202437,1
8947694960,2
60721121735,2
553016573,2
2280680381,2
48676890,2
5955275713,2
7124161885,1
370642029,2
146235483,2
3020058788,2
51513996845,2
492105513,1
1952492130,2
61975126348,2
64700152029,2
67575164469,0
70107501522,2
65924614114,1
68185639271,1
67125878058,2
60549171727,1
70119595717,1
9132487662,2
64663554866,2
57059193707,2
69440104700,2
33227963881,2
68331790611,0
64742589392,2
5554251773,2
67974267145,2
2152647787,2
56325795028,2
66985083437,0
3432159842,1
31802323604,2
6009023818,1
8108280637,2
1208105319,2
45206400704,2
206018845,1
1901363835,2
3064768249,0
1604662723,1
1573516762,1
51115300,0
462742060,2
3517783983,2
1550810665,2
871008079,2
4039026617,1
3895066931,2
47609314185,2
2295948356,2
4451904775,1
31547190304,2
69768516503,1
70390699831,1
68357860993,0
69770820879,1
69816952316,2
7182123254,0
9036822529,2
2464302502,0
56201789017,2
8577298540,1
2905231255,1
2024680717,2
