user_pk,follower_pk,follower_username,follower_count,user_threads_userpk
1615352406,69458158517,ecruz585,37,62831147554
1615352406,69488147197,cellez_,48,62831147554
1615352406,69627596640,raphael_laflare35,131,62831147554
1615352406,69267210123,lala_loveee_,152,62831147554
1615352406,69512038667,benjaminerinyb,64,62831147554
1615352406,67380742611,abbyglazerzu,199,62831147554
1615352406,63533285506,kelly_x4,98,62831147554
1615352406,69605593710,shortyloe008,48,62831147554
1615352406,69396982631,tido_585general,30,62831147554
1615352406,68992710649,almighty_zai,220,62831147554
1615352406,63152770500,asiabxfrat,154,62831147554
1615352406,69420608004,_winterxx_,59,62831147554
1615352406,69001842808,imani_aiko,159,62831147554
1615352406,63360792282,tone_myers1,285,62831147554
1615352406,66617883205,mar.seck.58152,189,62831147554
1615352406,68967586107,janae_renae23,99,62831147554
1615352406,68963689678,theonly.shay,311,62831147554
1615352406,68912678266,hush_up_boii,40,62831147554
1615352406,68566093721,876khalifa,255,62831147554
1615352406,68114044118,salma.veronica.568,623,62831147554
1615352406,68750556574,shayonna_21,20,62831147554
1615352406,63096963610,chef_karter,53656,62831147554
1615352406,63505728118,svlzeus,2092,62831147554
1615352406,63378663987,shrista,2739,62831147554
1615352406,68130909513,va__millsknox__896,12,62831147554
1615352406,67251539819,gahleetv,2090,62831147554
1615352406,67558728240,ayahatcher_2271651,80,62831147554
1615352406,63410517513,jr__cash2,246,62831147554
1615352406,67845848194,2b7f0e38ef,754,62831147554
1615352406,63616016444,vk9244852,334,62831147554
1615352406,68111971161,6nlmwgos,100,62831147554
1615352406,63382430015,snow_prettydoll,580,62831147554
1615352406,68257820354,f7xbts0c,84,62831147554
1615352406,67146323502,ax__hannahwalsh__911,172,62831147554
1615352406,68230423718,aliciaalonso400,782,62831147554
1615352406,65817187327,m._kellz,17,62831147554
1615352406,64467461818,demetriusofthewest,156,62831147554
1615352406,68440426379,de__ellasamantha__280,7,62831147554
1615352406,68104609810,deja_.marieee,925,62831147554
1615352406,67877988420,pcv14675,13,62831147554
1615352406,64127947994,nan2gomez,174,62831147554
1615352406,67131289590,trayceeteaa,78383,62831147554
1615352406,66262357694,10toesstone,929,62831147554
1615352406,67890241976,abdul2575manan,6,62831147554
1615352406,68404586172,mayarenae.xo,391,62831147554
1615352406,67379168285,nl__graceheather__826,265,62831147554
1615352406,68226693362,worry5664,112,62831147554
1615352406,67148751397,jv__underwoodamelia__592,138,62831147554
1615352406,68243043083,cindy.hk_bm832,53,62831147554
1615352406,63481347296,frankiefatts,122,62831147554
1615352406,67552563126,shockey82,655,62831147554
1615352406,67982452134,novanna.dean.sw01197,27,62831147554
1615352406,67550827910,emily_jv_liw6198,157,62831147554
1615352406,66760331243,pacmann2424,500,62831147554
1615352406,67214244882,norastower112,80,62831147554
